version,date,time,candidate,region,sort,pct_transmitted,start_transmitted,count,increment,count_leni,count_bbm,inc_leni,inc_bbm
13,5/10/16,10:30:42 AM,Leni,NIR,6.5,0.9536,0.6117,946340,303377,946340,0,303377,0
13,5/10/16,10:30:42 AM,Leni,REGION VII,7,0.9615,0.6051,1083534,392061,1083534,0,392061,0
13,5/10/16,10:30:42 AM,Leni,REGION VIII,8,0.8959,0.4658,621239,303138,621239,0,303138,0
13,5/10/16,10:30:42 AM,Leni,REGION IX,9,0.9196,0.5499,452302,185179,452302,0,185179,0
13,5/10/16,10:30:42 AM,Leni,REGION X,10,0.9290,0.6169,671131,229691,671131,0,229691,0
13,5/10/16,10:30:42 AM,Leni,REGION XI,11,0.9238,0.5686,225828,108323,225828,0,108323,0
13,5/10/16,10:30:42 AM,Leni,REGION XII,12,0.9284,0.5303,406806,163381,406806,0,163381,0
13,5/10/16,10:30:42 AM,Leni,REGION XIII,13,0.7628,0.4361,358769,163446,358769,0,163446,0
13,5/10/16,10:30:42 AM,Leni,ARMM,14,0.6264,0.2028,372904,259405,372904,0,259405,0
13,5/10/16,10:30:42 AM,Leni,OAV,15,0.1562,0.0000,19289,19289,19289,0,19289,0
14,5/10/16,1:43:10 PM,BBM,CAR,0.5,0.8643,0.6208,405251,98795,0,-405251,0,-98795
14,5/10/16,1:43:10 PM,BBM,REGION I,1,0.9332,0.7632,1666018,289764,0,-1666018,0,-289764
14,5/10/16,1:43:10 PM,BBM,REGION II,2,0.9068,0.7173,997126,181835,0,-997126,0,-181835
14,5/10/16,1:43:10 PM,BBM,REGION III,3,0.9742,0.8355,2082321,298704,0,-2082321,0,-298704
14,5/10/16,1:43:10 PM,BBM,NCR,3.5,0.9895,0.9050,2163589,190714,0,-2163589,0,-190714
14,5/10/16,1:43:10 PM,BBM,REGION IV-A,4,0.9606,0.7476,1810415,349425,0,-1810415,0,-349425
14,5/10/16,1:43:10 PM,BBM,REGION IV-B,4,0.8616,0.4697,240151,95090,0,-240151,0,-95090
14,5/10/16,1:43:10 PM,BBM,REGION V,5,0.9424,0.5443,182121,74860,0,-182121,0,-74860
14,5/10/16,1:43:10 PM,BBM,REGION VI,6,0.9018,0.6294,254313,65141,0,-254313,0,-65141
14,5/10/16,1:43:10 PM,BBM,NIR,6.5,0.9594,0.6117,222354,63191,0,-222354,0,-63191
14,5/10/16,1:43:10 PM,BBM,REGION VII,7,0.9636,0.6051,385802,111329,0,-385802,0,-111329
14,5/10/16,1:43:10 PM,BBM,REGION VIII,8,0.9138,0.4658,688651,282007,0,-688651,0,-282007
14,5/10/16,1:43:10 PM,BBM,REGION IX,9,0.9349,0.5499,300404,110255,0,-300404,0,-110255
14,5/10/16,1:43:10 PM,BBM,REGION X,10,0.9371,0.6169,424035,125764,0,-424035,0,-125764
14,5/10/16,1:43:10 PM,BBM,REGION XI,11,0.9374,0.5686,453115,179299,0,-453115,0,-179299
14,5/10/16,1:43:10 PM,BBM,REGION XII,12,0.9319,0.5303,488154,197065,0,-488154,0,-197065
14,5/10/16,1:43:10 PM,BBM,REGION XIII,13,0.7853,0.4361,193568,77866,0,-193568,0,-77866
14,5/10/16,1:43:10 PM,BBM,ARMM,14,0.6624,0.2028,244237,168665,0,-244237,0,-168665
14,5/10/16,1:43:10 PM,BBM,OAV,15,0.1573,0.0000,39299,39299,0,-39299,0,-39299
14,5/10/16,1:43:10 PM,Leni,CAR,0.5,0.8643,0.6208,106694,28521,106694,0,28521,0
14,5/10/16,1:43:10 PM,Leni,REGION I,1,0.9332,0.7632,288783,60947,288783,0,60947,0
14,5/10/16,1:43:10 PM,Leni,REGION II,2,0.9068,0.7173,174031,41896,174031,0,41896,0
14,5/10/16,1:43:10 PM,Leni,REGION III,3,0.9742,0.8355,1301223,167454,1301223,0,167454,0
14,5/10/16,1:43:10 PM,Leni,NCR,3.5,0.9895,0.9050,1353286,115519,1353286,0,115519,0
14,5/10/16,1:43:10 PM,Leni,REGION IV-A,4,0.9606,0.7476,1900805,416178,1900805,0,416178,0
14,5/10/16,1:43:10 PM,Leni,REGION IV-B,4,0.8616,0.4697,439796,201997,439796,0,201997,0
14,5/10/16,1:43:10 PM,Leni,REGION V,5,0.9424,0.5443,1466836,566106,1466836,0,566106,0
14,5/10/16,1:43:10 PM,Leni,REGION VI,6,0.9018,0.6294,1179384,336807,1179384,0,336807,0
14,5/10/16,1:43:10 PM,Leni,NIR,6.5,0.9594,0.6117,950498,307535,950498,0,307535,0
14,5/10/16,1:43:10 PM,Leni,REGION VII,7,0.9636,0.6051,1085748,394275,1085748,0,394275,0
14,5/10/16,1:43:10 PM,Leni,REGION VIII,8,0.9138,0.4658,632127,314026,632127,0,314026,0
14,5/10/16,1:43:10 PM,Leni,REGION IX,9,0.9349,0.5499,459695,192572,459695,0,192572,0
14,5/10/16,1:43:10 PM,Leni,REGION X,10,0.9371,0.6169,676086,234646,676086,0,234646,0
14,5/10/16,1:43:10 PM,Leni,REGION XI,11,0.9374,0.5686,228926,111421,228926,0,111421,0
14,5/10/16,1:43:10 PM,Leni,REGION XII,12,0.9319,0.5303,407857,164432,407857,0,164432,0
14,5/10/16,1:43:10 PM,Leni,REGION XIII,13,0.7853,0.4361,368150,172827,368150,0,172827,0
14,5/10/16,1:43:10 PM,Leni,ARMM,14,0.6624,0.2028,386612,273113,386612,0,273113,0
14,5/10/16,1:43:10 PM,Leni,OAV,15,0.1573,0.0000,19560,19560,19560,0,19560,0
15,5/10/16,3:10:36 PM,BBM,CAR,0.5,0.8880,0.6208,413178,106722,0,-413178,0,-106722
15,5/10/16,3:10:36 PM,BBM,REGION I,1,0.9379,0.7632,1674243,297989,0,-1674243,0,-297989
15,5/10/16,3:10:36 PM,BBM,REGION II,2,0.9151,0.7173,1002863,187572,0,-1002863,0,-187572
15,5/10/16,3:10:36 PM,BBM,REGION III,3,0.9757,0.8355,2085414,301797,0,-2085414,0,-301797
15,5/10/16,3:10:36 PM,BBM,NCR,3.5,0.9909,0.9050,2167091,194216,0,-2167091,0,-194216
15,5/10/16,3:10:36 PM,BBM,REGION IV-A,4,0.9631,0.7476,1814153,353163,0,-1814153,0,-353163
15,5/10/16,3:10:36 PM,BBM,REGION IV-B,4,0.8782,0.4697,243327,98266,0,-243327,0,-98266
15,5/10/16,3:10:36 PM,BBM,REGION V,5,0.9477,0.5443,183085,75824,0,-183085,0,-75824
15,5/10/16,3:10:36 PM,BBM,REGION VI,6,0.9106,0.6294,256502,67330,0,-256502,0,-67330
15,5/10/16,3:10:36 PM,BBM,NIR,6.5,0.9617,0.6117,222665,63502,0,-222665,0,-63502
15,5/10/16,3:10:36 PM,BBM,REGION VII,7,0.9648,0.6051,386363,111890,0,-386363,0,-111890
15,5/10/16,3:10:36 PM,BBM,REGION VIII,8,0.9261,0.4658,694281,287637,0,-694281,0,-287637
15,5/10/16,3:10:36 PM,BBM,REGION IX,9,0.9399,0.5499,302054,111905,0,-302054,0,-111905
15,5/10/16,3:10:36 PM,BBM,REGION X,10,0.9408,0.6169,425728,127457,0,-425728,0,-127457
15,5/10/16,3:10:36 PM,BBM,REGION XI,11,0.9447,0.5686,460124,186308,0,-460124,0,-186308
15,5/10/16,3:10:36 PM,BBM,REGION XII,12,0.9378,0.5303,490906,199817,0,-490906,0,-199817
15,5/10/16,3:10:36 PM,BBM,REGION XIII,13,0.7984,0.4361,197915,82213,0,-197915,0,-82213
15,5/10/16,3:10:36 PM,BBM,ARMM,14,0.6771,0.2028,246008,170436,0,-246008,0,-170436
15,5/10/16,3:10:36 PM,BBM,OAV,15,0.1653,0.0000,41584,41584,0,-41584,0,-41584
15,5/10/16,3:10:36 PM,Leni,CAR,0.5,0.8880,0.6208,109018,30845,109018,0,30845,0
15,5/10/16,3:10:36 PM,Leni,REGION I,1,0.9379,0.7632,289869,62033,289869,0,62033,0
15,5/10/16,3:10:36 PM,Leni,REGION II,2,0.9151,0.7173,175978,43843,175978,0,43843,0
15,5/10/16,3:10:36 PM,Leni,REGION III,3,0.9757,0.8355,1302776,169007,1302776,0,169007,0
15,5/10/16,3:10:36 PM,Leni,NCR,3.5,0.9909,0.9050,1355371,117604,1355371,0,117604,0
15,5/10/16,3:10:36 PM,Leni,REGION IV-A,4,0.9631,0.7476,1905721,421094,1905721,0,421094,0
15,5/10/16,3:10:36 PM,Leni,REGION IV-B,4,0.8782,0.4697,447182,209383,447182,0,209383,0
15,5/10/16,3:10:36 PM,Leni,REGION V,5,0.9477,0.5443,1471685,570955,1471685,0,570955,0
15,5/10/16,3:10:36 PM,Leni,REGION VI,6,0.9106,0.6294,1189174,346597,1189174,0,346597,0
15,5/10/16,3:10:36 PM,Leni,NIR,6.5,0.9617,0.6117,952567,309604,952567,0,309604,0
15,5/10/16,3:10:36 PM,Leni,REGION VII,7,0.9648,0.6051,1086819,395346,1086819,0,395346,0
15,5/10/16,3:10:36 PM,Leni,REGION VIII,8,0.9261,0.4658,641786,323685,641786,0,323685,0
15,5/10/16,3:10:36 PM,Leni,REGION IX,9,0.9399,0.5499,461341,194218,461341,0,194218,0
15,5/10/16,3:10:36 PM,Leni,REGION X,10,0.9408,0.6169,678795,237355,678795,0,237355,0
15,5/10/16,3:10:36 PM,Leni,REGION XI,11,0.9447,0.5686,229886,112381,229886,0,112381,0
15,5/10/16,3:10:36 PM,Leni,REGION XII,12,0.9378,0.5303,410688,167263,410688,0,167263,0
15,5/10/16,3:10:36 PM,Leni,REGION XIII,13,0.7984,0.4361,374520,179197,374520,0,179197,0
15,5/10/16,3:10:36 PM,Leni,ARMM,14,0.6771,0.2028,394367,280868,394367,0,280868,0
15,5/10/16,3:10:36 PM,Leni,OAV,15,0.1653,0.0000,20655,20655,20655,0,20655,0
16,5/10/16,4:22:08 PM,BBM,CAR,0.5,0.8996,0.6208,418872,112416,0,-418872,0,-112416
16,5/10/16,4:22:08 PM,BBM,REGION I,1,0.9423,0.7632,1682815,306561,0,-1682815,0,-306561
16,5/10/16,4:22:08 PM,BBM,REGION II,2,0.9190,0.7173,1005955,190664,0,-1005955,0,-190664
16,5/10/16,4:22:08 PM,BBM,REGION III,3,0.9788,0.8355,2091829,308212,0,-2091829,0,-308212
16,5/10/16,4:22:08 PM,BBM,NCR,3.5,0.9928,0.9050,2171707,198832,0,-2171707,0,-198832
16,5/10/16,4:22:08 PM,BBM,REGION IV-A,4,0.9665,0.7476,1819187,358197,0,-1819187,0,-358197
16,5/10/16,4:22:08 PM,BBM,REGION IV-B,4,0.8870,0.4697,244754,99693,0,-244754,0,-99693
16,5/10/16,4:22:08 PM,BBM,REGION V,5,0.9501,0.5443,183539,76278,0,-183539,0,-76278
16,5/10/16,4:22:08 PM,BBM,REGION VI,6,0.9183,0.6294,258282,69110,0,-258282,0,-69110
16,5/10/16,4:22:08 PM,BBM,NIR,6.5,0.9641,0.6117,223119,63956,0,-223119,0,-63956
16,5/10/16,4:22:08 PM,BBM,REGION VII,7,0.9667,0.6051,386870,112397,0,-386870,0,-112397
16,5/10/16,4:22:08 PM,BBM,REGION VIII,8,0.9388,0.4658,700186,293542,0,-700186,0,-293542
16,5/10/16,4:22:08 PM,BBM,REGION IX,9,0.9431,0.5499,303085,112936,0,-303085,0,-112936
16,5/10/16,4:22:08 PM,BBM,REGION X,10,0.9436,0.6169,427051,128780,0,-427051,0,-128780
16,5/10/16,4:22:08 PM,BBM,REGION XI,11,0.9472,0.5686,461342,187526,0,-461342,0,-187526
16,5/10/16,4:22:08 PM,BBM,REGION XII,12,0.9398,0.5303,491912,200823,0,-491912,0,-200823
16,5/10/16,4:22:08 PM,BBM,REGION XIII,13,0.8074,0.4361,198898,83196,0,-198898,0,-83196
16,5/10/16,4:22:08 PM,BBM,ARMM,14,0.7102,0.2028,249963,174391,0,-249963,0,-174391
16,5/10/16,4:22:08 PM,BBM,OAV,15,0.1675,0.0000,43596,43596,0,-43596,0,-43596
16,5/10/16,4:22:08 PM,Leni,CAR,0.5,0.8996,0.6208,109921,31748,109921,0,31748,0
16,5/10/16,4:22:08 PM,Leni,REGION I,1,0.9423,0.7632,290423,62587,290423,0,62587,0
16,5/10/16,4:22:08 PM,Leni,REGION II,2,0.9190,0.7173,176983,44848,176983,0,44848,0
16,5/10/16,4:22:08 PM,Leni,REGION III,3,0.9788,0.8355,1306944,173175,1306944,0,173175,0
16,5/10/16,4:22:08 PM,Leni,NCR,3.5,0.9928,0.9050,1357446,119679,1357446,0,119679,0
16,5/10/16,4:22:08 PM,Leni,REGION IV-A,4,0.9665,0.7476,1912283,427656,1912283,0,427656,0
16,5/10/16,4:22:08 PM,Leni,REGION IV-B,4,0.8870,0.4697,450811,213012,450811,0,213012,0
16,5/10/16,4:22:08 PM,Leni,REGION V,5,0.9501,0.5443,1474085,573355,1474085,0,573355,0
16,5/10/16,4:22:08 PM,Leni,REGION VI,6,0.9183,0.6294,1197428,354851,1197428,0,354851,0
16,5/10/16,4:22:08 PM,Leni,NIR,6.5,0.9641,0.6117,954606,311643,954606,0,311643,0
16,5/10/16,4:22:08 PM,Leni,REGION VII,7,0.9667,0.6051,1088600,397127,1088600,0,397127,0
16,5/10/16,4:22:08 PM,Leni,REGION VIII,8,0.9388,0.4658,650345,332244,650345,0,332244,0
16,5/10/16,4:22:08 PM,Leni,REGION IX,9,0.9431,0.5499,462201,195078,462201,0,195078,0
16,5/10/16,4:22:08 PM,Leni,REGION X,10,0.9436,0.6169,679925,238485,679925,0,238485,0
16,5/10/16,4:22:08 PM,Leni,REGION XI,11,0.9472,0.5686,230438,112933,230438,0,112933,0
16,5/10/16,4:22:08 PM,Leni,REGION XII,12,0.9398,0.5303,411597,168172,411597,0,168172,0
16,5/10/16,4:22:08 PM,Leni,REGION XIII,13,0.8074,0.4361,379434,184111,379434,0,184111,0
16,5/10/16,4:22:08 PM,Leni,ARMM,14,0.7102,0.2028,408397,294898,408397,0,294898,0
16,5/10/16,4:22:08 PM,Leni,OAV,15,0.1675,0.0000,21164,21164,21164,0,21164,0
17,5/10/16,5:06:47 PM,BBM,CAR,0.5,0.8996,0.6208,418872,112416,0,-418872,0,-112416
17,5/10/16,5:06:47 PM,BBM,REGION I,1,0.9423,0.7632,1682815,306561,0,-1682815,0,-306561
17,5/10/16,5:06:47 PM,BBM,REGION II,2,0.9190,0.7173,1005955,190664,0,-1005955,0,-190664
17,5/10/16,5:06:47 PM,BBM,REGION III,3,0.9788,0.8355,2091829,308212,0,-2091829,0,-308212
17,5/10/16,5:06:47 PM,BBM,NCR,3.5,0.9928,0.9050,2171707,198832,0,-2171707,0,-198832
17,5/10/16,5:06:47 PM,BBM,REGION IV-A,4,0.9665,0.7476,1819187,358197,0,-1819187,0,-358197
17,5/10/16,5:06:47 PM,BBM,REGION IV-B,4,0.8870,0.4697,244754,99693,0,-244754,0,-99693
17,5/10/16,5:06:47 PM,BBM,REGION V,5,0.9501,0.5443,183539,76278,0,-183539,0,-76278
17,5/10/16,5:06:47 PM,BBM,REGION VI,6,0.9183,0.6294,258282,69110,0,-258282,0,-69110
17,5/10/16,5:06:47 PM,BBM,NIR,6.5,0.9641,0.6117,223119,63956,0,-223119,0,-63956
17,5/10/16,5:06:47 PM,BBM,REGION VII,7,0.9667,0.6051,386870,112397,0,-386870,0,-112397
17,5/10/16,5:06:47 PM,BBM,REGION VIII,8,0.9388,0.4658,700186,293542,0,-700186,0,-293542
17,5/10/16,5:06:47 PM,BBM,REGION IX,9,0.9431,0.5499,303085,112936,0,-303085,0,-112936
17,5/10/16,5:06:47 PM,BBM,REGION X,10,0.9436,0.6169,427051,128780,0,-427051,0,-128780
17,5/10/16,5:06:47 PM,BBM,REGION XI,11,0.9472,0.5686,461342,187526,0,-461342,0,-187526
17,5/10/16,5:06:47 PM,BBM,REGION XII,12,0.9398,0.5303,491912,200823,0,-491912,0,-200823
17,5/10/16,5:06:47 PM,BBM,REGION XIII,13,0.8074,0.4361,198898,83196,0,-198898,0,-83196
17,5/10/16,5:06:47 PM,BBM,ARMM,14,0.7102,0.2028,249963,174391,0,-249963,0,-174391
17,5/10/16,5:06:47 PM,BBM,OAV,15,0.1675,0.0000,43596,43596,0,-43596,0,-43596
17,5/10/16,5:06:47 PM,Leni,CAR,0.5,0.8996,0.6208,109921,31748,109921,0,31748,0
17,5/10/16,5:06:47 PM,Leni,REGION I,1,0.9423,0.7632,290423,62587,290423,0,62587,0
17,5/10/16,5:06:47 PM,Leni,REGION II,2,0.9190,0.7173,176983,44848,176983,0,44848,0
17,5/10/16,5:06:47 PM,Leni,REGION III,3,0.9788,0.8355,1306944,173175,1306944,0,173175,0
17,5/10/16,5:06:47 PM,Leni,NCR,3.5,0.9928,0.9050,1357446,119679,1357446,0,119679,0
17,5/10/16,5:06:47 PM,Leni,REGION IV-A,4,0.9665,0.7476,1912283,427656,1912283,0,427656,0
17,5/10/16,5:06:47 PM,Leni,REGION IV-B,4,0.8870,0.4697,450811,213012,450811,0,213012,0
17,5/10/16,5:06:47 PM,Leni,REGION V,5,0.9501,0.5443,1474085,573355,1474085,0,573355,0
17,5/10/16,5:06:47 PM,Leni,REGION VI,6,0.9183,0.6294,1197428,354851,1197428,0,354851,0
17,5/10/16,5:06:47 PM,Leni,NIR,6.5,0.9641,0.6117,954606,311643,954606,0,311643,0
17,5/10/16,5:06:47 PM,Leni,REGION VII,7,0.9667,0.6051,1088600,397127,1088600,0,397127,0
17,5/10/16,5:06:47 PM,Leni,REGION VIII,8,0.9388,0.4658,650345,332244,650345,0,332244,0
17,5/10/16,5:06:47 PM,Leni,REGION IX,9,0.9431,0.5499,462201,195078,462201,0,195078,0
17,5/10/16,5:06:47 PM,Leni,REGION X,10,0.9436,0.6169,679925,238485,679925,0,238485,0
17,5/10/16,5:06:47 PM,Leni,REGION XI,11,0.9472,0.5686,230438,112933,230438,0,112933,0
17,5/10/16,5:06:47 PM,Leni,REGION XII,12,0.9398,0.5303,411597,168172,411597,0,168172,0
17,5/10/16,5:06:47 PM,Leni,REGION XIII,13,0.8074,0.4361,379434,184111,379434,0,184111,0
17,5/10/16,5:06:47 PM,Leni,ARMM,14,0.7102,0.2028,408397,294898,408397,0,294898,0
17,5/10/16,5:06:47 PM,Leni,OAV,15,0.1675,0.0000,21164,21164,21164,0,21164,0
9.1,5/10/16,12:59:00 AM,Leni,ARMM,14,0.4396,0.2028,264497,150998,264497,0,150998,0
9.1,5/10/16,12:59:00 AM,Leni,CAR,0.5,0.7988,0.6208,101851,23678,101851,0,23678,0
9.1,5/10/16,12:59:00 AM,Leni,NCR,3.5,0.9597,0.9050,1314148,76381,1314148,0,76381,0
9.1,5/10/16,12:59:00 AM,Leni,NIR,6.5,0.8615,0.6117,875906,232943,875906,0,232943,0
9.1,5/10/16,12:59:00 AM,Leni,REGION I,1,0.9025,0.7632,276747,48911,276747,0,48911,0
9.1,5/10/16,12:59:00 AM,Leni,REGION II,2,0.8717,0.7173,164099,31964,164099,0,31964,0
9.1,5/10/16,12:59:00 AM,Leni,REGION III,3,0.9532,0.8355,1273870,140101,1273870,0,140101,0
9.1,5/10/16,12:59:00 AM,Leni,REGION IV-A,4,0.8953,0.7476,1773727,289100,1773727,0,289100,0
9.1,5/10/16,12:59:00 AM,Leni,REGION IV-B,4,0.7059,0.4697,357588,119789,357588,0,119789,0
9.1,5/10/16,12:59:00 AM,Leni,REGION V,5,0.8174,0.5443,1294284,393554,1294284,0,393554,0
9.1,5/10/16,12:59:00 AM,Leni,REGION VI,6,0.8550,0.6294,1125737,283160,1125737,0,283160,0
9.1,5/10/16,12:59:00 AM,Leni,REGION VII,7,0.8845,0.6051,995020,303547,995020,0,303547,0
9.1,5/10/16,12:59:00 AM,Leni,REGION VIII,8,0.7868,0.4658,542360,224259,542360,0,224259,0
9.1,5/10/16,12:59:00 AM,Leni,REGION IX,9,0.7982,0.5499,382216,115093,382216,0,115093,0
9.1,5/10/16,12:59:00 AM,Leni,REGION X,10,0.8639,0.6169,622728,181288,622728,0,181288,0
9.1,5/10/16,12:59:00 AM,Leni,REGION XI,11,0.8128,0.5686,186743,69238,186743,0,69238,0
9.1,5/10/16,12:59:00 AM,Leni,REGION XII,12,0.8543,0.5303,376800,133375,376800,0,133375,0
9.1,5/10/16,12:59:00 AM,Leni,REGION XIII,13,0.6519,0.4361,302913,107590,302913,0,107590,0
9.1,5/10/16,12:59:00 AM,Leni,OAV,15,0.0357,0.0000,3296,3296,3296,0,3296,0
9.1,5/10/16,12:59:00 AM,BBM,ARMM,14,0.4396,0.2028,164791,89219,0,-164791,0,-89219
9.1,5/10/16,12:59:00 AM,BBM,CAR,0.5,0.7988,0.6208,381470,75014,0,-381470,0,-75014
9.1,5/10/16,12:59:00 AM,BBM,NCR,3.5,0.9597,0.9050,2095573,122698,0,-2095573,0,-122698
9.1,5/10/16,12:59:00 AM,BBM,NIR,6.5,0.8615,0.6117,207859,48696,0,-207859,0,-48696
9.1,5/10/16,12:59:00 AM,BBM,REGION I,1,0.9025,0.7632,1614904,238650,0,-1614904,0,-238650
9.1,5/10/16,12:59:00 AM,BBM,REGION II,2,0.8717,0.7173,967142,151851,0,-967142,0,-151851
9.1,5/10/16,12:59:00 AM,BBM,REGION III,3,0.9532,0.8355,2036277,252660,0,-2036277,0,-252660
9.1,5/10/16,12:59:00 AM,BBM,REGION IV-A,4,0.8953,0.7476,1691027,230037,0,-1691027,0,-230037
9.1,5/10/16,12:59:00 AM,BBM,REGION IV-B,4,0.7059,0.4697,206460,61399,0,-206460,0,-61399
9.1,5/10/16,12:59:00 AM,BBM,REGION V,5,0.8174,0.5443,157202,49941,0,-157202,0,-49941
9.1,5/10/16,12:59:00 AM,BBM,REGION VI,6,0.8550,0.6294,244739,55567,0,-244739,0,-55567
9.1,5/10/16,12:59:00 AM,BBM,REGION VII,7,0.8845,0.6051,361091,86618,0,-361091,0,-86618
9.1,5/10/16,12:59:00 AM,BBM,REGION VIII,8,0.7868,0.4658,615666,209022,0,-615666,0,-209022
9.1,5/10/16,12:59:00 AM,BBM,REGION IX,9,0.7982,0.5499,265749,75600,0,-265749,0,-75600
9.1,5/10/16,12:59:00 AM,BBM,REGION X,10,0.8639,0.6169,395472,97201,0,-395472,0,-97201
9.1,5/10/16,12:59:00 AM,BBM,REGION XI,11,0.8128,0.5686,396154,122338,0,-396154,0,-122338
9.1,5/10/16,12:59:00 AM,BBM,REGION XII,12,0.8543,0.5303,450236,159147,0,-450236,0,-159147
9.1,5/10/16,12:59:00 AM,BBM,REGION XIII,13,0.6519,0.4361,161684,45982,0,-161684,0,-45982
9.1,5/10/16,12:59:00 AM,BBM,OAV,15,0.0357,0.0000,5437,5437,0,-5437,0,-5437
9.2,5/10/16,1:19:00 AM,Leni,ARMM,14,0.4513,0.2028,274133,160634,274133,0,160634,0
9.2,5/10/16,1:19:00 AM,Leni,CAR,0.5,0.8028,0.6208,102286,24113,102286,0,24113,0
9.2,5/10/16,1:19:00 AM,Leni,NCR,3.5,0.9622,0.9050,1317059,79292,1317059,0,79292,0
9.2,5/10/16,1:19:00 AM,Leni,NIR,6.5,0.8747,0.6117,886910,243947,886910,0,243947,0
9.2,5/10/16,1:19:00 AM,Leni,REGION I,1,0.9072,0.7632,278644,50808,278644,0,50808,0
9.2,5/10/16,1:19:00 AM,Leni,REGION II,2,0.8737,0.7173,164499,32364,164499,0,32364,0
9.2,5/10/16,1:19:00 AM,Leni,REGION III,3,0.9574,0.8355,1278210,144441,1278210,0,144441,0
9.2,5/10/16,1:19:00 AM,Leni,REGION IV-A,4,0.9032,0.7476,1789239,304612,1789239,0,304612,0
9.2,5/10/16,1:19:00 AM,Leni,REGION IV-B,4,0.7193,0.4697,364812,127013,364812,0,127013,0
9.2,5/10/16,1:19:00 AM,Leni,REGION V,5,0.8281,0.5443,1306838,406108,1306838,0,406108,0
9.2,5/10/16,1:19:00 AM,Leni,REGION VI,6,0.8618,0.6294,1134567,291990,1134567,0,291990,0
9.2,5/10/16,1:19:00 AM,Leni,REGION VII,7,0.8999,0.6051,1011078,319605,1011078,0,319605,0
9.2,5/10/16,1:19:00 AM,Leni,REGION VIII,8,0.8015,0.4658,552172,234071,552172,0,234071,0
9.2,5/10/16,1:19:00 AM,Leni,REGION IX,9,0.8158,0.5499,392011,124888,392011,0,124888,0
9.2,5/10/16,1:19:00 AM,Leni,REGION X,10,0.8719,0.6169,629361,187921,629361,0,187921,0
9.2,5/10/16,1:19:00 AM,Leni,REGION XI,11,0.8262,0.5686,190700,73195,190700,0,73195,0
9.2,5/10/16,1:19:00 AM,Leni,REGION XII,12,0.8720,0.5303,384635,141210,384635,0,141210,0
9.2,5/10/16,1:19:00 AM,Leni,REGION XIII,13,0.6632,0.4361,308128,112805,308128,0,112805,0
9.2,5/10/16,1:19:00 AM,Leni,OAV,15,0.0402,0.0000,3296,3296,3296,0,3296,0
9.2,5/10/16,1:19:00 AM,BBM,ARMM,14,0.4513,0.2028,168510,92938,0,-168510,0,-92938
9.2,5/10/16,1:19:00 AM,BBM,CAR,0.5,0.8028,0.6208,383258,76802,0,-383258,0,-76802
9.2,5/10/16,1:19:00 AM,BBM,NCR,3.5,0.9622,0.9050,2101255,128380,0,-2101255,0,-128380
9.2,5/10/16,1:19:00 AM,BBM,NIR,6.5,0.8747,0.6117,210176,51013,0,-210176,0,-51013
9.2,5/10/16,1:19:00 AM,BBM,REGION I,1,0.9072,0.7632,1622884,246630,0,-1622884,0,-246630
9.2,5/10/16,1:19:00 AM,BBM,REGION II,2,0.8737,0.7173,968519,153228,0,-968519,0,-153228
9.2,5/10/16,1:19:00 AM,BBM,REGION III,3,0.9574,0.8355,2046580,262963,0,-2046580,0,-262963
9.2,5/10/16,1:19:00 AM,BBM,REGION IV-A,4,0.9032,0.7476,1707142,246152,0,-1707142,0,-246152
9.2,5/10/16,1:19:00 AM,BBM,REGION IV-B,4,0.7193,0.4697,209864,64803,0,-209864,0,-64803
9.2,5/10/16,1:19:00 AM,BBM,REGION V,5,0.8281,0.5443,159398,52137,0,-159398,0,-52137
9.2,5/10/16,1:19:00 AM,BBM,REGION VI,6,0.8618,0.6294,246418,57246,0,-246418,0,-57246
9.2,5/10/16,1:19:00 AM,BBM,REGION VII,7,0.8999,0.6051,365798,91325,0,-365798,0,-91325
9.2,5/10/16,1:19:00 AM,BBM,REGION VIII,8,0.8015,0.4658,625968,219324,0,-625968,0,-219324
9.2,5/10/16,1:19:00 AM,BBM,REGION IX,9,0.8158,0.5499,270096,79947,0,-270096,0,-79947
9.2,5/10/16,1:19:00 AM,BBM,REGION X,10,0.8719,0.6169,398247,99976,0,-398247,0,-99976
9.2,5/10/16,1:19:00 AM,BBM,REGION XI,11,0.8262,0.5686,401456,127640,0,-401456,0,-127640
9.2,5/10/16,1:19:00 AM,BBM,REGION XII,12,0.8720,0.5303,460626,169537,0,-460626,0,-169537
9.2,5/10/16,1:19:00 AM,BBM,REGION XIII,13,0.6632,0.4361,164949,49247,0,-164949,0,-49247
9.2,5/10/16,1:19:00 AM,BBM,OAV,15,0.0402,0.0000,5437,5437,0,-5437,0,-5437
9.3,5/10/16,1:44:00 AM,Leni,ARMM,14,0.4593,0.2028,278270,164771,278270,0,164771,0
9.3,5/10/16,1:44:00 AM,Leni,CAR,0.5,0.8053,0.6208,102642,24469,102642,0,24469,0
9.3,5/10/16,1:44:00 AM,Leni,NCR,3.5,0.9642,0.9050,1319742,81975,1319742,0,81975,0
9.3,5/10/16,1:44:00 AM,Leni,NIR,6.5,0.8854,0.6117,895339,252376,895339,0,252376,0
9.3,5/10/16,1:44:00 AM,Leni,REGION I,1,0.9111,0.7632,280378,52542,280378,0,52542,0
9.3,5/10/16,1:44:00 AM,Leni,REGION II,2,0.8779,0.7173,165105,32970,165105,0,32970,0
